glay,degree,hub_status,mean_log_expression,gene,selected,shared name,variance_log_expression,weighted_degree,rede,gene_busca,motivo_prioridade,Entry,Entry Name,Reviewed,Protein names,Gene Names,Organism,Gene Ontology (biological process),Gene Ontology (molecular function),Gene Ontology (cellular component),Function [CC],InterPro,Pfam,annotation_status
16,19,non_hub,1.6297455017878502,Smp_165350.1,False,Smp_165350.1,1.3323788908968617,18.775997647547992,positiva,Smp_165350,top_grau_rede,A0A5K4EUC0,A0A5K4EUC0_SCHMA,unreviewed,Putative clasp2 protein,,Schistosoma mansoni (Blood fluke),establishment of mitotic spindle localization [GO:0040001]; mitotic spindle assembly [GO:0090307],microtubule binding [GO:0008017],basal cortex [GO:0045180]; cytoplasmic microtubule [GO:0005881]; kinetochore [GO:0000776]; microtubule organizing center [GO:0005815]; mitotic spindle [GO:0072686]; spindle microtubule [GO:0005876],,IPR011989;IPR016024;IPR024395;IPR034085;,PF12348;,found
16,19,non_hub,1.6297455017878502,Smp_165350.1,False,Smp_165350.1,1.3323788908968617,18.775997647547992,positiva,Smp_165350,top_grau_rede,A0A5K4EUM0,A0A5K4EUM0_SCHMA,unreviewed,Putative clasp2 protein,,Schistosoma mansoni (Blood fluke),establishment of mitotic spindle localization [GO:0040001]; mitotic spindle assembly [GO:0090307],microtubule binding [GO:0008017],basal cortex [GO:0045180]; cytoplasmic microtubule [GO:0005881]; kinetochore [GO:0000776]; microtubule organizing center [GO:0005815]; mitotic spindle [GO:0072686]; spindle microtubule [GO:0005876],,IPR011989;IPR016024;IPR024395;IPR034085;,PF12348;,found
16,19,non_hub,1.6297455017878502,Smp_165350.1,False,Smp_165350.1,1.3323788908968617,18.775997647547992,positiva,Smp_165350,top_grau_rede,A0A3Q0KRU8,A0A3Q0KRU8_SCHMA,unreviewed,Putative clasp2 protein,,Schistosoma mansoni (Blood fluke),establishment of mitotic spindle localization [GO:0040001]; mitotic spindle assembly [GO:0090307],microtubule binding [GO:0008017],basal cortex [GO:0045180]; cytoplasmic microtubule [GO:0005881]; kinetochore [GO:0000776]; microtubule organizing center [GO:0005815]; mitotic spindle [GO:0072686]; spindle microtubule [GO:0005876],,IPR011989;IPR016024;IPR024395;IPR034085;,PF12348;,found
16,19,non_hub,1.7910753317288926,Smp_332910.2,False,Smp_332910.2,1.6271881160849748,18.76622438305536,positiva,Smp_332910,top_grau_rede,A0A5K4F8D2,A0A5K4F8D2_SCHMA,unreviewed,ANK_REP_REGION domain-containing protein,,Schistosoma mansoni (Blood fluke),signal transduction [GO:0007165],,cytoskeleton [GO:0005856]; membrane [GO:0016020],,IPR002110;IPR036770;IPR040745;IPR011029;IPR000488;IPR051165;IPR000906;,PF00023;PF12796;PF00531;PF17809;PF00791;,found
16,19,non_hub,1.7910753317288926,Smp_332910.2,False,Smp_332910.2,1.6271881160849748,18.76622438305536,positiva,Smp_332910,top_grau_rede,A0A5K4F7T5,A0A5K4F7T5_SCHMA,unreviewed,ANK_REP_REGION domain-containing protein,,Schistosoma mansoni (Blood fluke),signal transduction [GO:0007165],,cytoskeleton [GO:0005856]; membrane [GO:0016020],,IPR002110;IPR036770;IPR040745;IPR011029;IPR000488;IPR051165;IPR000906;,PF00023;PF12796;PF00531;PF17809;PF00791;,found
16,19,non_hub,2.804467907202899,Smp_205710.1,False,Smp_205710.1,3.540869123828076,18.717609204305607,positiva,Smp_205710,top_grau_rede,G4M233,G4M233_SCHMA,unreviewed,Smp_205710,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,19,non_hub,3.658611787905585,Smp_000790.2,False,Smp_000790.2,1.0053716577140408,18.665815049328195,positiva,Smp_000790,top_grau_rede,A0A3Q0KBE1,A0A3Q0KBE1_SCHMA,unreviewed,Actin binding LIM protein family member 2-related,,Schistosoma mansoni (Blood fluke),cytoskeleton organization [GO:0007010]; lamellipodium assembly [GO:0030032],actin filament binding [GO:0051015]; metal ion binding [GO:0046872],actin cytoskeleton [GO:0015629],,IPR051618;IPR003128;IPR036886;IPR001781;,PF00412;PF02209;,found
16,19,non_hub,3.658611787905585,Smp_000790.2,False,Smp_000790.2,1.0053716577140408,18.665815049328195,positiva,Smp_000790,top_grau_rede,A0A5K4E8J8,A0A5K4E8J8_SCHMA,unreviewed,Actin binding LIM protein family member 2-related,,Schistosoma mansoni (Blood fluke),cytoskeleton organization [GO:0007010]; lamellipodium assembly [GO:0030032],actin filament binding [GO:0051015]; metal ion binding [GO:0046872],actin cytoskeleton [GO:0015629],,IPR051618;IPR003128;IPR036886;IPR001781;,PF00412;PF02209;,found
16,18,non_hub,1.5125559021716617,Smp_244860.1,False,Smp_244860.1,0.8025176710546716,17.770600937297758,positiva,Smp_244860,top_grau_rede,A0A5K4F1J5,A0A5K4F1J5_SCHMA,unreviewed,TLC domain-containing protein,,Schistosoma mansoni (Blood fluke),lipid homeostasis [GO:0055088],,endoplasmic reticulum [GO:0005783]; membrane [GO:0016020],,IPR006634;IPR050846;,PF03798;,found
16,17,non_hub,1.514376253326685,Smp_005190.3,False,Smp_005190.3,1.1085623114914658,16.712790942475582,positiva,Smp_005190,top_grau_rede,A0A3Q0KBU0,A0A3Q0KBU0_SCHMA,unreviewed,Mitogen-activated protein kinase kinase kinase kinase (EC 2.7.11.1),,Schistosoma mansoni (Blood fluke),,ATP binding [GO:0005524]; MAP kinase kinase kinase kinase activity [GO:0008349]; protein serine kinase activity [GO:0106310],cytoplasm [GO:0005737],FUNCTION: Serine/threonine kinase that plays a role in the response to environmental stress. Appears to act upstream of the JUN N-terminal pathway. {ECO:0000256|PIRNR:PIRNR038172}.,IPR001180;IPR011009;IPR021160;IPR000719;IPR017441;IPR050629;,PF00780;PF00069;,found
16,17,non_hub,1.514376253326685,Smp_005190.3,False,Smp_005190.3,1.1085623114914658,16.712790942475582,positiva,Smp_005190,top_grau_rede,A0A3Q0KBT9,A0A3Q0KBT9_SCHMA,unreviewed,Mitogen-activated protein kinase kinase kinase kinase (EC 2.7.11.1),,Schistosoma mansoni (Blood fluke),,ATP binding [GO:0005524]; MAP kinase kinase kinase kinase activity [GO:0008349]; protein serine kinase activity [GO:0106310],cytoplasm [GO:0005737],FUNCTION: Serine/threonine kinase that plays a role in the response to environmental stress. Appears to act upstream of the JUN N-terminal pathway. {ECO:0000256|PIRNR:PIRNR038172}.,IPR001180;IPR011009;IPR021160;IPR000719;IPR017441;IPR050629;,PF00780;PF00069;,found
16,17,non_hub,1.514376253326685,Smp_005190.3,False,Smp_005190.3,1.1085623114914658,16.712790942475582,positiva,Smp_005190,top_grau_rede,A0A5K4E8Z6,A0A5K4E8Z6_SCHMA,unreviewed,Mitogen-activated protein kinase kinase kinase kinase (EC 2.7.11.1),,Schistosoma mansoni (Blood fluke),,ATP binding [GO:0005524]; MAP kinase kinase kinase kinase activity [GO:0008349]; protein serine kinase activity [GO:0106310],cytoplasm [GO:0005737],FUNCTION: Serine/threonine kinase that plays a role in the response to environmental stress. Appears to act upstream of the JUN N-terminal pathway. {ECO:0000256|PIRNR:PIRNR038172}.,IPR001180;IPR011009;IPR021160;IPR000719;IPR017441;IPR050629;,PF00780;PF00069;,found
16,16,non_hub,1.859112186007413,Smp_336340.1,False,Smp_336340.1,0.7073870335431929,15.772240123385782,positiva,Smp_336340,top_grau_rede,A0A5K4F9L5,A0A5K4F9L5_SCHMA,unreviewed,TNF receptor-associated factor,,Schistosoma mansoni (Blood fluke),regulation of apoptotic process [GO:0042981]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; signal transduction [GO:0007165],zinc ion binding [GO:0008270],cytoplasm [GO:0005737],,IPR002083;IPR012227;IPR008974;IPR049342;IPR001841;IPR013083;IPR001293;,PF21355;PF02176;,found
16,16,non_hub,1.859112186007413,Smp_336340.1,False,Smp_336340.1,0.7073870335431929,15.772240123385782,positiva,Smp_336340,top_grau_rede,A0A5K4FB15,A0A5K4FB15_SCHMA,unreviewed,TNF receptor-associated factor 4,,Schistosoma mansoni (Blood fluke),regulation of apoptotic process [GO:0042981]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; signal transduction [GO:0007165],zinc ion binding [GO:0008270],cytoplasm [GO:0005737],,IPR002083;IPR012227;IPR008974;IPR049342;IPR001841;IPR013083;IPR001293;,PF21355;PF02176;,found
16,16,non_hub,1.7555149815546296,Smp_345970.2,False,Smp_345970.2,1.4685569342979532,15.728145751343568,positiva,Smp_345970,top_grau_rede,A0A5K4FGA9,A0A5K4FGA9_SCHMA,unreviewed,BHLH domain-containing protein,,Schistosoma mansoni (Blood fluke),,"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",nucleus [GO:0005634],,IPR011598;IPR036638;IPR051732;,PF00010;,found
16,16,non_hub,1.7555149815546296,Smp_345970.2,False,Smp_345970.2,1.4685569342979532,15.728145751343568,positiva,Smp_345970,top_grau_rede,A0A5K4FCD3,A0A5K4FCD3_SCHMA,unreviewed,BHLH domain-containing protein,,Schistosoma mansoni (Blood fluke),,"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",nucleus [GO:0005634],,IPR011598;IPR036638;IPR051732;,PF00010;,found
16,16,non_hub,2.853544183779615,Smp_156910.2,False,Smp_156910.2,3.808321310038137,15.688024134685808,positiva,Smp_156910,top_grau_rede,A0A3Q0KQZ8,A0A3Q0KQZ8_SCHMA,unreviewed,DH domain-containing protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,16,non_hub,2.853544183779615,Smp_156910.2,False,Smp_156910.2,3.808321310038137,15.688024134685808,positiva,Smp_156910,top_grau_rede,A0A5K4ETM9,A0A5K4ETM9_SCHMA,unreviewed,DH domain-containing protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,16,non_hub,2.853544183779615,Smp_156910.2,False,Smp_156910.2,3.808321310038137,15.688024134685808,positiva,Smp_156910,top_grau_rede,A0A5K4EUL8,A0A5K4EUL8_SCHMA,unreviewed,DH domain-containing protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,15,non_hub,1.194362711339164,Smp_127870.1,False,Smp_127870.1,0.8029350494179024,14.806789235264938,positiva,Smp_127870,top_grau_rede,A0A5K4ELZ8,A0A5K4ELZ8_SCHMA,unreviewed,Putative neurotrimin (HNT),,Schistosoma mansoni (Blood fluke),,,neuron projection [GO:0043005],,IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR051170;,PF13927;,found
16,15,non_hub,1.194362711339164,Smp_127870.1,False,Smp_127870.1,0.8029350494179024,14.806789235264938,positiva,Smp_127870,top_grau_rede,A0A3Q0KLA3,A0A3Q0KLA3_SCHMA,unreviewed,Putative neurotrimin (HNT),,Schistosoma mansoni (Blood fluke),,,neuron projection [GO:0043005],,IPR007110;IPR036179;IPR013783;IPR003599;IPR003598;IPR051170;,PF13927;,found
16,15,non_hub,2.1397697149653667,Smp_017470.2,False,Smp_017470.2,2.243509876650707,14.805369801285076,positiva,Smp_017470,top_grau_rede,G4LW66,G4LW66_SCHMA,unreviewed,Selenoprotein S,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,15,non_hub,4.392020251946428,Smp_204420.1,False,Smp_204420.1,10.131252231486297,14.80472557972946,positiva,Smp_204420,top_grau_rede,G4LXG4,G4LXG4_SCHMA,unreviewed,Smp_204420,,Schistosoma mansoni (Blood fluke),,,,,,,found
16,15,non_hub,2.209280837912451,Smp_200460.1,False,Smp_200460.1,0.7290257663192442,14.77153886884422,positiva,Smp_200460,top_grau_rede,A0A3Q0KV49,A0A3Q0KV49_SCHMA,unreviewed,SCP domain-containing protein,,Schistosoma mansoni (Blood fluke),,,,,IPR014044;IPR035940;IPR001283;IPR034113;,PF00188;,found
16,15,non_hub,1.6792163047238238,Smp_172510.2,False,Smp_172510.2,1.5398253171404856,14.758618502527854,positiva,Smp_172510,top_grau_rede,A0AA82MUQ3,A0AA82MUQ3_SCHMA,unreviewed,DNAj-related,,Schistosoma mansoni (Blood fluke),,nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270],cytoplasm [GO:0005737],,IPR051964;IPR001623;IPR036869;IPR003604;IPR022755;IPR036236;IPR013087;IPR054076;,PF00226;PF12171;PF21884;,found
16,15,non_hub,1.6792163047238238,Smp_172510.2,False,Smp_172510.2,1.5398253171404856,14.758618502527854,positiva,Smp_172510,top_grau_rede,A0A3Q0KTE2,A0A3Q0KTE2_SCHMA,unreviewed,DNAj-related,,Schistosoma mansoni (Blood fluke),,nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270],cytoplasm [GO:0005737],,IPR051964;IPR001623;IPR036869;IPR003604;IPR022755;IPR036236;IPR013087;IPR054076;,PF00226;PF12171;PF21884;,found
16,14,non_hub,1.2564738139432852,Smp_130520.4,False,Smp_130520.4,0.7665259246038149,13.840224959365296,positiva,Smp_130520,top_grau_rede,A0A5K4EMM8,A0A5K4EMM8_SCHMA,unreviewed,"Prominin (Prom) protein, putative",,Schistosoma mansoni (Blood fluke),,,membrane [GO:0016020],,IPR008795;,PF05478;,found
16,14,non_hub,1.2564738139432852,Smp_130520.4,False,Smp_130520.4,0.7665259246038149,13.840224959365296,positiva,Smp_130520,top_grau_rede,A0A5K4ELR1,A0A5K4ELR1_SCHMA,unreviewed,"Prominin (Prom) protein, putative",,Schistosoma mansoni (Blood fluke),,,membrane [GO:0016020],,IPR008795;,PF05478;,found
16,14,non_hub,1.2564738139432852,Smp_130520.4,False,Smp_130520.4,0.7665259246038149,13.840224959365296,positiva,Smp_130520,top_grau_rede,A0A5K4EMR5,A0A5K4EMR5_SCHMA,unreviewed,"Prominin (Prom) protein, putative",,Schistosoma mansoni (Blood fluke),,,membrane [GO:0016020],,IPR008795;,PF05478;,found
16,14,non_hub,3.2906562339445475,Smp_317240.1,False,Smp_317240.1,0.7481687401584428,13.823099501958309,positiva,Smp_317240,top_grau_rede,A0A5K4F6M4,A0A5K4F6M4_SCHMA,unreviewed,Glyco_hydro_5_C domain-containing protein,,Schistosoma mansoni (Blood fluke),carbohydrate derivative catabolic process [GO:1901136]; lipid catabolic process [GO:0016042],"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]",,,IPR017853;IPR041036;IPR013780;IPR052066;,PF18564;,found
16,14,non_hub,1.5093792905513146,Smp_130470.2,False,Smp_130470.2,1.0892425230487277,13.760842656542884,positiva,Smp_130470,top_grau_rede,A0A3Q0KLR0,A0A3Q0KLR0_SCHMA,unreviewed,PHD-type domain-containing protein,,Schistosoma mansoni (Blood fluke),chromatin organization [GO:0006325],ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787],nucleus [GO:0005634],,IPR006576;IPR037259;IPR051493;IPR016197;IPR000953;IPR023780;IPR014001;IPR001650;IPR056342;IPR027417;IPR038718;IPR049730;IPR000330;,PF07533;PF00385;PF00271;PF23078;PF00176;,found
16,14,non_hub,1.5093792905513146,Smp_130470.2,False,Smp_130470.2,1.0892425230487277,13.760842656542884,positiva,Smp_130470,top_grau_rede,A0A5K4ELM5,A0A5K4ELM5_SCHMA,unreviewed,PHD-type domain-containing protein,,Schistosoma mansoni (Blood fluke),chromatin organization [GO:0006325],ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787],nucleus [GO:0005634],,IPR006576;IPR037259;IPR051493;IPR016197;IPR000953;IPR023780;IPR014001;IPR001650;IPR056342;IPR027417;IPR038718;IPR049730;IPR000330;,PF07533;PF00385;PF00271;PF23078;PF00176;,found
1,2,non_hub,5.727835011110378,Smp_179390.1,False,Smp_179390.1,0.7775989475581406,1.9734170284196704,positiva,Smp_179390,top5_por_glay,G4V639,G4V639_SCHMA,unreviewed,Uncharacterized protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
1,1,non_hub,0.9746569761367138,Smp_320100.1,False,Smp_320100.1,0.9928608678277512,0.9973480382579544,positiva,Smp_320100,top5_por_glay,A0A5K4F5A9,A0A5K4F5A9_SCHMA,unreviewed,UPAR/Ly6 domain-containing protein,,Schistosoma mansoni (Blood fluke),,,,,IPR045860;,,found
1,1,non_hub,3.375008159169228,Smp_346960.1,False,Smp_346960.1,0.7834355780145851,0.9760689901617162,positiva,Smp_346960,top5_por_glay,A0A5K4FCR3,A0A5K4FCR3_SCHMA,unreviewed,Secreted protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
2,1,non_hub,2.486187100012594,Smp_335670.1,False,Smp_335670.1,0.8402590963931175,0.979325833261632,positiva,Smp_335670,top5_por_glay,A0A5K4FAU7,A0A5K4FAU7_SCHMA,unreviewed,Kinesin motor domain-containing protein,,Schistosoma mansoni (Blood fluke),microtubule-based movement [GO:0007018],ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777],,,IPR001752;IPR036961;IPR027417;,,found
2,1,non_hub,0.9747664064606252,Smp_348240.1,False,Smp_348240.1,0.842112522309925,0.979325833261632,positiva,Smp_348240,top5_por_glay,A0A913KWJ7,A0A913KWJ7_SCHMA,unreviewed,Uncharacterized protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
3,12,non_hub,1.9610181233405188,Smp_051000.2,False,Smp_051000.2,1.712999526058657,11.85124895160987,positiva,Smp_051000,top5_por_glay,A0A3Q0KFS3,A0A3Q0KFS3_SCHMA,unreviewed,Vps54_N domain-containing protein,,Schistosoma mansoni (Blood fluke),"endocytic recycling [GO:0032456]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]",SNARE binding [GO:0000149],cytosol [GO:0005829]; EARP complex [GO:1990745],,IPR019514;IPR040047;IPR019515;,PF10474;PF10475;,found
3,12,non_hub,1.9610181233405188,Smp_051000.2,False,Smp_051000.2,1.712999526058657,11.85124895160987,positiva,Smp_051000,top5_por_glay,A0A5K4EDW5,A0A5K4EDW5_SCHMA,unreviewed,Vps54_N domain-containing protein,,Schistosoma mansoni (Blood fluke),"endocytic recycling [GO:0032456]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]",SNARE binding [GO:0000149],cytosol [GO:0005829]; EARP complex [GO:1990745],,IPR019514;IPR040047;IPR019515;,PF10474;PF10475;,found
3,12,non_hub,1.8757120914057457,Smp_150080.2,False,Smp_150080.2,1.6023193870640744,11.839365035615971,positiva,Smp_150080,top5_por_glay,A0A3Q0KPL1,A0A3Q0KPL1_SCHMA,unreviewed,Transducin-like enhancer protein 1,,Schistosoma mansoni (Blood fluke),negative regulation of canonical Wnt signaling pathway [GO:0090090],transcription corepressor activity [GO:0003714],nucleus [GO:0005634]; transcription regulator complex [GO:0005667],,IPR005617;IPR009146;IPR015943;IPR036322;IPR001680;,PF03920;PF00400;,found
3,12,non_hub,1.8757120914057457,Smp_150080.2,False,Smp_150080.2,1.6023193870640744,11.839365035615971,positiva,Smp_150080,top5_por_glay,A0A5K4ET10,A0A5K4ET10_SCHMA,unreviewed,Transducin-like enhancer protein 1,,Schistosoma mansoni (Blood fluke),negative regulation of canonical Wnt signaling pathway [GO:0090090],transcription corepressor activity [GO:0003714],nucleus [GO:0005634]; transcription regulator complex [GO:0005667],,IPR005617;IPR009146;IPR015943;IPR036322;IPR001680;,PF03920;PF00400;,found
3,12,non_hub,1.8757120914057457,Smp_150080.2,False,Smp_150080.2,1.6023193870640744,11.839365035615971,positiva,Smp_150080,top5_por_glay,A0A5K4ERP3,A0A5K4ERP3_SCHMA,unreviewed,Transducin-like enhancer protein 1,,Schistosoma mansoni (Blood fluke),negative regulation of canonical Wnt signaling pathway [GO:0090090],transcription corepressor activity [GO:0003714],nucleus [GO:0005634]; transcription regulator complex [GO:0005667],,IPR005617;IPR009146;IPR015943;IPR036322;IPR001680;,PF03920;PF00400;,found
3,12,non_hub,2.530642334620782,Smp_020450.2,False,Smp_020450.2,2.8520693441658964,11.838324062325402,positiva,Smp_020450,top5_por_glay,A0A5K4EAY8,A0A5K4EAY8_SCHMA,unreviewed,UBX domain-containing protein,,Schistosoma mansoni (Blood fluke),,,cytoplasm [GO:0005737],,IPR036339;IPR018997;IPR029071;IPR001012;,PF09409;,found
3,12,non_hub,2.530642334620782,Smp_020450.2,False,Smp_020450.2,2.8520693441658964,11.838324062325402,positiva,Smp_020450,top5_por_glay,A0A3Q0KD47,A0A3Q0KD47_SCHMA,unreviewed,UBX domain-containing protein,,Schistosoma mansoni (Blood fluke),,,cytoplasm [GO:0005737],,IPR036339;IPR018997;IPR029071;IPR001012;,PF09409;,found
3,11,non_hub,1.8708525687368576,Smp_093430.1,False,Smp_093430.1,1.5708599897396371,10.89158045849424,positiva,Smp_093430,top5_por_glay,A0A3Q0KJ79,A0A3Q0KJ79_SCHMA,unreviewed,Putative gyf domain,,Schistosoma mansoni (Blood fluke),,,,,IPR003169;IPR035445;,PF02213;,found
3,11,non_hub,1.8708525687368576,Smp_093430.1,False,Smp_093430.1,1.5708599897396371,10.89158045849424,positiva,Smp_093430,top5_por_glay,A0AA82MKC8,A0AA82MKC8_SCHMA,unreviewed,Putative gyf domain,,Schistosoma mansoni (Blood fluke),,,,,IPR003169;IPR035445;,PF02213;,found
3,11,non_hub,1.978412082748108,Smp_320200.1,False,Smp_320200.1,1.7647380271527056,10.88879938215386,positiva,Smp_320200,top5_por_glay,A0A5K4F8P7,A0A5K4F8P7_SCHMA,unreviewed,Ras-domain-containing protein,,Schistosoma mansoni (Blood fluke),,GTP binding [GO:0005525]; GTPase activity [GO:0003924],,,IPR027417;IPR005225;IPR001806;,PF00071;,found
4,3,non_hub,0.6291734173777038,Smp_141010.2,False,Smp_141010.2,0.9198859297331836,2.96649629957548,positiva,Smp_141010,top5_por_glay,A0A5K4EP41,A0A5K4EP41_SCHMA,unreviewed,Fer-1-related,,Schistosoma mansoni (Blood fluke),plasma membrane organization [GO:0007009],metal ion binding [GO:0046872],cytoplasmic vesicle membrane [GO:0030659]; plasma membrane [GO:0005886],,IPR000008;IPR035892;IPR037720;IPR037722;IPR037723;IPR037724;IPR037725;IPR012968;IPR037721;IPR012560;IPR012561;IPR032362;IPR055072;IPR006614;,PF00168;PF22901;PF08165;PF08150;PF08151;PF16165;,found
4,3,non_hub,0.6291734173777038,Smp_141010.2,False,Smp_141010.2,0.9198859297331836,2.96649629957548,positiva,Smp_141010,top5_por_glay,A0A5K4EQ24,A0A5K4EQ24_SCHMA,unreviewed,Fer-1-related,,Schistosoma mansoni (Blood fluke),plasma membrane organization [GO:0007009],metal ion binding [GO:0046872],cytoplasmic vesicle membrane [GO:0030659]; plasma membrane [GO:0005886],,IPR000008;IPR035892;IPR037720;IPR037722;IPR037723;IPR037724;IPR037725;IPR012968;IPR037721;IPR012560;IPR012561;IPR032362;IPR055072;IPR006614;,PF00168;PF22901;PF08165;PF08150;PF08151;PF16165;,found
4,3,non_hub,0.6291734173777038,Smp_141010.2,False,Smp_141010.2,0.9198859297331836,2.96649629957548,positiva,Smp_141010,top5_por_glay,A0A5K4EPJ1,A0A5K4EPJ1_SCHMA,unreviewed,Fer-1-related,,Schistosoma mansoni (Blood fluke),plasma membrane organization [GO:0007009],metal ion binding [GO:0046872],cytoplasmic vesicle membrane [GO:0030659]; plasma membrane [GO:0005886],,IPR000008;IPR035892;IPR037720;IPR037722;IPR037723;IPR037724;IPR037725;IPR012968;IPR037721;IPR012560;IPR012561;IPR032362;IPR055072;IPR006614;,PF00168;PF22901;PF08165;PF08150;PF08151;PF16165;,found
4,3,non_hub,0.5842319674132046,Smp_328620.2,False,Smp_328620.2,0.8670852944364337,2.9568322665069324,positiva,Smp_328620,top5_por_glay,A0A5K4F9A4,A0A5K4F9A4_SCHMA,unreviewed,Ovule protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
4,3,non_hub,0.5842319674132046,Smp_328620.2,False,Smp_328620.2,0.8670852944364337,2.9568322665069324,positiva,Smp_328620,top5_por_glay,A0A5K4F8R0,A0A5K4F8R0_SCHMA,unreviewed,Ovule protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
4,2,non_hub,1.9436637982742435,Smp_058140.1,False,Smp_058140.1,0.8163579672114246,1.96331338575889,positiva,Smp_058140,top5_por_glay,G4VK44,G4VK44_SCHMA,unreviewed,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77),,Schistosoma mansoni (Blood fluke),methylation [GO:0032259],protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719],cytoplasm [GO:0005737],,IPR000682;IPR029063;,PF01135;,found
4,2,non_hub,1.9436637982742435,Smp_058140.1,False,Smp_058140.1,0.8163579672114246,1.96331338575889,positiva,Smp_058140,top5_por_glay,A0A3Q0KGC9,A0A3Q0KGC9_SCHMA,unreviewed,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77),,Schistosoma mansoni (Blood fluke),methylation [GO:0032259],protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719],cytoplasm [GO:0005737],,IPR000682;IPR029063;,PF01135;,found
4,2,non_hub,1.9436637982742435,Smp_058140.1,False,Smp_058140.1,0.8163579672114246,1.96331338575889,positiva,Smp_058140,top5_por_glay,G4VK45,G4VK45_SCHMA,unreviewed,Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77),,Schistosoma mansoni (Blood fluke),methylation [GO:0032259],protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719],cytoplasm [GO:0005737],,IPR000682;IPR029063;,PF01135;,found
4,2,non_hub,0.6720006080591996,Smp_056460.1,False,Smp_056460.1,0.8217703743483398,1.9624329067471848,positiva,Smp_056460,top5_por_glay,A0A5K4EFL6,A0A5K4EFL6_SCHMA,unreviewed,Uncharacterized protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
4,2,non_hub,0.6720006080591996,Smp_056460.1,False,Smp_056460.1,0.8217703743483398,1.9624329067471848,positiva,Smp_056460,top5_por_glay,A0A3Q0KG93,A0A3Q0KG93_SCHMA,unreviewed,Uncharacterized protein,,Schistosoma mansoni (Blood fluke),,,,,,,found
5,4,non_hub,0.8528302134993394,Smp_317510.1,False,Smp_317510.1,1.1608769146668394,3.94656831600257,positiva,Smp_317510,top5_por_glay,A0A5K4F6P8,A0A5K4F6P8_SCHMA,unreviewed,UPF0506 domain-containing protein,,Schistosoma mansoni (Blood fluke),,,extracellular region [GO:0005576],,IPR021712;,PF11703;,found
5,4,non_hub,3.9450848553732456,Smp_055870.2,False,Smp_055870.2,0.7363535602432628,3.936342942040272,positiva,Smp_055870,top5_por_glay,Q26586,Q26586_SCHMA,unreviewed,Vesicle-associated membrane protein 7 (Synaptobrevin-like protein 1),IMP25,Schistosoma mansoni (Blood fluke),protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192],,endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; phagocytic vesicle membrane [GO:0030670]; transport vesicle membrane [GO:0030658],,IPR010908;IPR001388;IPR051097;IPR042855;,PF00957;,found
5,4,non_hub,1.7451571364758005,Smp_314280.1,False,Smp_314280.1,0.8349114284339425,3.9311850140302376,positiva,Smp_314280,top5_por_glay,A0A5K4F416,A0A5K4F416_SCHMA,unreviewed,Trafficking protein particle complex subunit 5,,Schistosoma mansoni (Blood fluke),endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888],,endoplasmic reticulum [GO:0005783]; TRAPPI protein complex [GO:1990070]; TRAPPII protein complex [GO:1990071]; TRAPPIII protein complex [GO:1990072],FUNCTION: May play a role in vesicular transport from endoplasmic reticulum to Golgi. {ECO:0000256|PIRNR:PIRNR017479}.,IPR024096;IPR016696;IPR007194;,PF04051;,found
